Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3598.965354190047
ACCEGCATKHNRXUHW,2322.4876441017436
NKCE6GJ5XVJDXNNZ,11090.005916722266
NKCEB8BK3ZXDHDHM,8993.543049579737
TOPEFDXSAHRNPF94,5629.534700220694
ACCE558KZHEPZYMG,8794.843464665631
ACCEAZCVAMFHDPY7,5007.521254315224
NKCDYNY37JPBGBVM,2854.6581875546945
NKCEY8KWY33FCUYD,7189.513136451644
RNGE4YPTQYRECV9J,4485.345960958827
NKCE88AHBHJZREXH,4196.6887826125185
CLTEJ5ZZGBP4JGGE,7451.225715836749
WATE3NWH5FZWAMDA,7371.540425498662
CAGE53FSFZVFPFHQ,2103.0204975547463
PCSEAKVBFFPGCHNZ,3869.199203036662
WATDFFH3KJYBTYGG,6923.224750534672
NKCDWHFQSCHHYZMP,3041.7022679998017
RNGEB2PG3Q5RKDW6,3593.8381200701633
NKCE5UY9HHPZGGUZ,4519.57126871665
KTAEHETW3ZCMFMJR,4266.662228212243
BRAEBBYRVF9MHJHU,7178.608885161531
NKCEAX7HAQ2RJA3Q,9858.234995657574
CRTECN2RQZWBSP9W,5060.110931530119
WATDEWZ9UHSEHGZG,9122.352208097986
PTPEYW8HNV6G9YYR,3136.6678442373595
ACCEAMGZRRYVAHDC,5021.5125192381265
SRTEHHXG8MUXTGPA,5900.289313098473
SKIE4S4NN4MHYM3Z,4887.656575636065
HMBE7G34YHWPWKYN,7057.862145520008
LLIEGTMFJBD7ZZZM,12956.777844436117
ACCEJGH6JVTM4CBH,1247.3846785718738
ACCDQDYBXJ9HZF37,9503.378886891944
RNGE88FRGZCXNKUG,202.29167236163448
NKCE7M3QNNPZDXHQ,9746.353186370075
VLBEGFFDP9H6WG2T,3626.537913411304
TOPEAFG4YEQSH5TT,2829.991634625562
WATEYAP3K2QQQWDH,5325.552199675138
PCSEBDFUFJWGARNX,9902.326691580134
SWTEGXQFZY95SKG7,4874.771400787908
BRAEGJFXSM9ZQ6SK,6235.761620382929
CAGE6FYKP34GA4GF,7149.747888453016
HMBEJCMH78VJF3M8,4513.21160662104
HIFEB7J3GSTVN5XJ,10033.671638792603
PBXE6ZHNGZREWWHR,4670.659500448858
PCSEAKVBNXFGZBKB,6646.77629948757
BRAEBBMQQNZ9RZWR,5722.1184349728655
ACCEGKFCXHZZH44S,568.1025199856886
SHODXQRRGKZ74U9M,4481.1665278255605
DREE2Y6DVEKVVQQS,4608.119784322936
PBXE8ZHHG5Y525BT,6784.721012898033
CTTEH9FXZHGFKUA3,7793.375955104151
ACCDXFZXGQTBTM6N,3776.9469556912536
NKCE9PFF3TT4KSQJ,7468.140107394596
BRAE6NZAZK77HXZK,1420.3730932941362
NKCE4TV42BHDP63U,3575.654932630002
AIREDGGD9RJPZGYW,5561.064162955747
PCSEDAPMHR2HNHWP,7837.933278985012
PACE95FMAFXHZB5C,4525.708451146148
WATDG4KP445AV5XC,12774.284913495401
ACCE9EYRRNZYZUBG,975.8210236164268
ACCE8XZMAHNC8JVS,50.90161374914351
SHOED5DCSTQKZCGF,3872.5415531152485
NKCE64Z4NGBHNAY7,3813.0258927312443
PBXE8WQTZ5GA2YYQ,1433.0376090016152
MUGEGZUMGYAPVSZH,4845.054983432393
PBXE4RB3Y3GXWPFV,205.74905330181264
PCSE2ZFDJJGFNHC7,271.4250848569136
CRTECN2QT5HKHZ8F,4910.0255016433985
MUGEACY8Q7ZYSTN8,2041.5867092550025
ACCEGG9VGRMQGHRD,6942.373094834499
PCSE76X48PVSDDVK,1597.212192532304
PBXE6677X2D6UFZZ,5701.9937311813355
WCKEGGGD2TXHHTJC,1760.7593734108596
NKCE7MMGF4PPGNA6,3077.9722813627186
CRTECN2QYTPHK5YQ,5025.238184186321
OIDEJFCWMMR6JQBE,5659.600597162461
WATE5HFY4MJX6CHD,5361.476275668689
DREE4FC4TAR8M5GN,4629.861717329461
HACEGPF9DZVUZBFY,7756.558218489463
PBXE4Q7YF5KUYJYW,10953.806419401857
SHIED9YEH65NSA8N,9862.058732221074
WATDHMQJ68MVBRFV,12741.96909280257
HMBEGWTFEV4TF2RH,3434.8874400782934
SHIE2FH7YTVDHFGT,3267.152013339748
CRTECN2QYRY2KWZF,4378.006490228494
TSHEDJXPN4HNT2UP,6050.605164475312
SHOECZH5WGBZHZES,2887.5722936170973
NKCEDCT9MSAYG6H5,5321.05130628988
SOCEGGVYBTZPKXVP,4468.11992368386
PBXECARAQBCDSAZW,3737.0428526369824
CAGDU85YDHP9ZJH7,2657.4476544377076
TCVEHSMFEGNCAGYN,5051.133073631087
RNGEDAPFZ2GKRUER,1261.742318497545
CAGDY9Q7HSNDHGFC,3707.7295614561585
NKCECKHYZVHBQU9F,851.8527691572235
NKCDQSVCRH8W73GF,6439.4413781860285
WATD9H76RKGUUZHY,13318.63166072542
NKCE5HYVDQVATMKF,2222.7930422391905
RNGE9GWMKVHGEYZG,4271.312596675911
SHOEAGUMMWFABHUT,3522.525762547636
SWDEGZMPYQGNEBHG,5071.930440430491
TOPEFDXSHZPHCUAU,8799.403809116378
CAGDU85Y85GDJGUD,1635.5637180146791
CAGE4BQXK3FSTRRS,3643.846106266993
CAGDZVGTV3SMMMBY,5174.11918866512
BEOEGXRVQPCKJHYC,3740.9890364807984
NKCE9YFBBYBM88DR,3399.3082829912328
DREECZGZVWGQM23M,4306.789115618958
PBXECYF3YHWYG4UN,2006.0677624573818
WATEBG8FGBPUPKCV,4777.855686787211
SHIEEJG9RRDUH9XG,3500.1836995294366
CRTECN2QXAPEWXSF,2785.6221375001874
BRAEE6YMSYPNCUX3,1680.506771915147
WATE9MVXJXHZHEJU,3438.432355627171
RNGDREYRQQGZAPQM,5581.23172188847
CTPEGGFSNDQFAAVE,3645.3673805589624
NKCEF2RFAPHSHZZZ,4178.263844954673
TOPDYAZZG5NU7ZBZ,6941.327446436698
PBXE7QPWMSS5XGPZ,2407.10696762065
PCSECV3FHFAQ9T36,11305.913311690249
CRNEJB4NBT9BTM84,5204.499526474151
TSHEHU5RFJCTJKBV,6789.31938074873
DREECZJC3XBKGDZT,5416.243969675512
SUDEGGATGYXA9YBC,11323.479099329768
BRAE8WYHTVZMFFHS,5413.698577771995
SFFEGZBXTYFSYJQA,4312.397882596552
ACCEABVYXNHCT8UE,5443.332319587609
BWLE6SJE9PXGV6DD,1766.0985357036743
NKCDYQ3RHYREHHYV,3981.534653811904
NKCECDCRWDMZEH2Z,3363.377003168792
SRTEH2F6HUZMQ6SJ,6976.714578618294
BRAE6KWFGZFXKPPB,3454.462870056419
HACEJQY5FQRZZUGM,8084.090964252741
CAGEYUXVF2FNARKD,3492.0099310568485
NKCE7M3QTHTCGVVF,4218.904004337428
TOPE8PBFNH9YNHFK,4725.001954054371
BRAEDQFRZS9QFYTQ,1918.1711310779037
HMBEJCMMQR2JHFVP,2375.7065181036583
ACCDRFVG52PHVRSK,7229.10308214399
NKCE7MBR4QRBASDQ,3411.2986758164725
NKCDWBPZNZU5K2QZ,3698.305969035366
BRAE8HMQATXFHFGZ,3598.8308002326157
MUGEAGGKEGCPWWPN,3572.258057666485
BKPEGXYWWJPETZZA,5250.241783034428
SGLEGBV6ZNUJNJS9,5664.986389171127
CAGEYUXVAKNKDUUV,6375.163415845824
NKCEDH9ANZGDAUWG,3317.6112280081497
NKCE5EHJHS38BUWB,3581.679446699519
PBXE9YWGRFUQXHQH,12025.823524404703
SHIE3QDHP5RDGMZY,2916.976277891495
RNGE9HDVMPVBYPGJ,3528.820531289372
SCHE4YSTCUUSJWCK,2343.61098551867
SNDEGGTV9XERMGHH,6998.76718821656
PBXE92XFUMB7QWY6,8041.045756362683
CRTECN2QYK2R2PUS,4274.039714875633
TOPEEEPVYHHF9HGW,3555.8064888661966
MUGE8F5RDEYMH4YH,4034.662592845408
NKCE52CSJ2GUY64G,2000.4536236163049
SHOE2K68QHZ3DWZF,3924.3916701928265
DREE9YJHZZHWHAU7,4150.699974916483
NKCEACYSHS4MGKGY,12181.924296777503
CAGECT64KH6CZVMR,13286.431028680967
WATD9H76RG5FQT5Y,13312.491711477343
NKCE5UY97ACC9QAZ,601.5614054134594
LJGEG6UPBW8GKPRD,4430.189096299823
PBXEBFGFRM5797BZ,4717.056210898545
RNGEAY8GRWYMYSAK,5074.2767713849225
SHOEF9G8WTWGAAFB,3692.800612945155
PBXE5ZJZSAC73ZED,8354.04830371611
NKCEYYX9HJWJXAA8,3783.1807821917428
CAGDTFSHTF6TRBFZ,4591.9347981673145
PBXE6E6YDZDNVKQH,1199.2123618686378
TROEGNQDQNGN99PJ,4463.889327795942
CRTECN2QXC68CTUM,6261.196446967051
CRTECN2QZNXTGGXG,5354.2526514980445
VANE4VND2XHZRCNT,1805.8053618712433
NKCE8SESMHF2VSRM,3950.338660755502
SHOEBYY4ZDWGQGEW,7580.978730244599
NKCEB7935AJSADGR,3979.654268972333
SHIEBAXYS3FUTX8Z,6213.457699677774
NKCE2YCPKAPWDH8C,3015.183454692026
FABE92NVHZHSFHGT,3532.340982641652
SHIE93YGTRAV6XTW,5655.173820881413
CSOEGTPR39XZHZJY,5145.209538805172
WATE5HFYHPFHRCHY,4689.649555344928
BRAEBHCHY6VVRNRQ,2230.9346630553573
NKCE5QPMUZRQFDAZ,2207.007528838106
NKCE9ABEE5HDWZSM,5815.059140491019
SHOEJCZ28JFRY9RR,5679.232508181729
PSLEAVTQQXEXZYYZ,4863.915315623181
SHOE66V8UMNGZKYM,1661.3572733431392
SHIE5HBGWKWJWFRA,4002.86329758584
TOPE4HXDZHPR9K2C,1948.8720994001246
BRAEBCTWGWYRWXHC,5376.318528950862
TOPE6ZCJBVZY3HBH,4965.97530818058
CRNEG7BKMFFYHQ8Z,4902.78618951955
SHOE7DJBEPYGQPHF,4005.632987611988
ACCEHY86UG6B63AZ,4815.163546141118
BLBEJR23J2CTPFAU,5984.702922891111
ACCEEV5V5VD5DR9C,1224.3612104235513
UMBEJZFHE285UEV2,5959.325784291162
SHOEBN3FFYG75P3D,3126.8052732389842
NKCEFGFURYNWH2DR,4130.743926898177
ETHEJG7NW4M4AFCZ,6630.691732555089
SWSE9UH4KXCHZHRJ,3583.6839418471527
CRTECN2QZ7XUGBR6,4270.356403785807
BRAEDNX2NHZX5PKN,9257.761928983364
BRAE73KFJGNSP2NP,2259.3854669222073
MAHEDFPZVKF79JVQ,4052.990115142038
NKCECRQY6MGHBPQ3,8465.2835829963
CRTECN2QYYWUXHRP,3396.1392983212418
CPCEKY4TKBYFE7PH,5584.226249410078
TOPEA8HNSZB8VGUR,2762.242887263466
TOPECJZ4ZDXQZB4A,5273.167549339104
SHIE92XGJHG4HH5E,6121.311283712228
CRTECN2QVSZXUG7X,4959.082446467574
BRAEBBYRUSRHZD34,7343.3947325960735
IFPEE76BG92E5SVS,5840.749854568222
CAGEBZ7UGCZZHVTE,2612.987897214505
CAGE3GFTPMNXPZAG,800.8394235990618
SWTEDX3KRCTNHUGY,5793.364544498695
BBAEFKXVXVM8SYZW,6985.629130055658
PENEGZ6RHFWHX7JX,1974.8872133683444
ETHEGFZFQT7ZCH3U,3470.365643476334
TOPEE2FFAXQGSUZH,5284.755284300931
CRTECN2QWAGCHYGC,4017.494531501403
SNDEJGWQSWNHXXA3,11062.630089164057
BHGEGTAVKNNCPUGG,12722.117827220434
BBAEGNUNHHZEYSPD,1012.166619674279
