Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3603.778263843066
ACCEGCATKHNRXUHW,2317.6029852496354
NKCE6GJ5XVJDXNNZ,11124.895957403998
NKCEB8BK3ZXDHDHM,8984.54610895503
TOPEFDXSAHRNPF94,5632.38195799356
ACCE558KZHEPZYMG,8817.860122230108
ACCEAZCVAMFHDPY7,5006.801640457567
NKCDYNY37JPBGBVM,2855.9533998483307
NKCEY8KWY33FCUYD,7186.010708896592
RNGE4YPTQYRECV9J,4505.995930436624
NKCE88AHBHJZREXH,4197.940295590957
CLTEJ5ZZGBP4JGGE,7459.634589579742
WATE3NWH5FZWAMDA,7376.347284622052
CAGE53FSFZVFPFHQ,2090.45987812239
PCSEAKVBFFPGCHNZ,3862.2918654054365
WATDFFH3KJYBTYGG,6931.474032931486
NKCDWHFQSCHHYZMP,3051.011734146071
RNGEB2PG3Q5RKDW6,3584.395548073182
NKCE5UY9HHPZGGUZ,4521.5959081894725
KTAEHETW3ZCMFMJR,4263.271494667193
BRAEBBYRVF9MHJHU,7179.252139738157
NKCEAX7HAQ2RJA3Q,9855.312883221948
CRTECN2RQZWBSP9W,5083.485249826799
WATDEWZ9UHSEHGZG,9156.538240806167
PTPEYW8HNV6G9YYR,3124.3068035798055
ACCEAMGZRRYVAHDC,5019.601317630614
SRTEHHXG8MUXTGPA,5884.3322457621425
SKIE4S4NN4MHYM3Z,4896.503865614291
HMBE7G34YHWPWKYN,7056.146174871505
LLIEGTMFJBD7ZZZM,12954.510648269152
ACCEJGH6JVTM4CBH,1251.0557147656373
ACCDQDYBXJ9HZF37,9499.486818245223
RNGE88FRGZCXNKUG,190.95865020965357
NKCE7M3QNNPZDXHQ,9774.301021173731
VLBEGFFDP9H6WG2T,3601.922793931593
TOPEAFG4YEQSH5TT,2820.9360222500227
WATEYAP3K2QQQWDH,5329.6169287188295
PCSEBDFUFJWGARNX,9907.786843015805
SWTEGXQFZY95SKG7,4856.302916953082
BRAEGJFXSM9ZQ6SK,6229.376717633697
CAGE6FYKP34GA4GF,7134.4486094222075
HMBEJCMH78VJF3M8,4534.901056850235
HIFEB7J3GSTVN5XJ,10043.798151188545
PBXE6ZHNGZREWWHR,4667.652344009276
PCSEAKVBNXFGZBKB,6640.949305624723
BRAEBBMQQNZ9RZWR,5725.392685518939
ACCEGKFCXHZZH44S,583.3160712367953
SHODXQRRGKZ74U9M,4462.301272870773
DREE2Y6DVEKVVQQS,4584.7279056831485
PBXE8ZHHG5Y525BT,6799.945423475403
CTTEH9FXZHGFKUA3,7805.883043358363
ACCDXFZXGQTBTM6N,3758.716463123745
NKCE9PFF3TT4KSQJ,7456.881431170268
BRAE6NZAZK77HXZK,1412.3762971203878
NKCE4TV42BHDP63U,3561.7855818241296
AIREDGGD9RJPZGYW,5575.341321158123
PCSEDAPMHR2HNHWP,7848.818613697595
PACE95FMAFXHZB5C,4535.7318367280195
WATDG4KP445AV5XC,12765.867508670317
ACCE9EYRRNZYZUBG,955.4512960557222
ACCE8XZMAHNC8JVS,53.86608565752158
SHOED5DCSTQKZCGF,3850.843631071687
NKCE64Z4NGBHNAY7,3815.048402924593
PBXE8WQTZ5GA2YYQ,1429.449071010943
MUGEGZUMGYAPVSZH,4846.096831764162
PBXE4RB3Y3GXWPFV,205.01559668305163
PCSE2ZFDJJGFNHC7,268.5534216956712
CRTECN2QT5HKHZ8F,4909.382330401311
MUGEACY8Q7ZYSTN8,2033.5584687831188
ACCEGG9VGRMQGHRD,6955.4656338902505
PCSE76X48PVSDDVK,1581.0625817861355
PBXE6677X2D6UFZZ,5693.588465092927
WCKEGGGD2TXHHTJC,1750.4449605917143
NKCE7MMGF4PPGNA6,3069.495010421914
CRTECN2QYTPHK5YQ,5015.147701500731
OIDEJFCWMMR6JQBE,5685.120843851341
WATE5HFY4MJX6CHD,5354.458874515756
DREE4FC4TAR8M5GN,4610.6977442849475
HACEGPF9DZVUZBFY,7765.279013800328
PBXE4Q7YF5KUYJYW,10958.333740185997
SHIED9YEH65NSA8N,9872.168994773503
WATDHMQJ68MVBRFV,12755.48172682244
HMBEGWTFEV4TF2RH,3442.3253592084848
SHIE2FH7YTVDHFGT,3271.702999828248
CRTECN2QYRY2KWZF,4379.627886975166
TSHEDJXPN4HNT2UP,6059.067210368971
SHOECZH5WGBZHZES,2893.778592765375
NKCEDCT9MSAYG6H5,5334.028124605488
SOCEGGVYBTZPKXVP,4456.562207146509
PBXECARAQBCDSAZW,3729.7635439281335
CAGDU85YDHP9ZJH7,2671.117146378933
TCVEHSMFEGNCAGYN,5061.624719718843
RNGEDAPFZ2GKRUER,1227.586227870689
CAGDY9Q7HSNDHGFC,3705.3375963357844
NKCECKHYZVHBQU9F,855.7366112599975
NKCDQSVCRH8W73GF,6431.9467537689625
WATD9H76RKGUUZHY,13306.781456507495
NKCE5HYVDQVATMKF,2205.2528800811015
RNGE9GWMKVHGEYZG,4278.360932222643
SHOEAGUMMWFABHUT,3525.251521289891
SWDEGZMPYQGNEBHG,5068.959769752299
TOPEFDXSHZPHCUAU,8774.3225338616
CAGDU85Y85GDJGUD,1626.2684494659875
CAGE4BQXK3FSTRRS,3662.8883225361856
CAGDZVGTV3SMMMBY,5167.5695125015
BEOEGXRVQPCKJHYC,3762.3770644434844
NKCE9YFBBYBM88DR,3387.725693264264
DREECZGZVWGQM23M,4300.745754332853
PBXECYF3YHWYG4UN,2042.1921391237793
WATEBG8FGBPUPKCV,4777.299293243701
SHIEEJG9RRDUH9XG,3492.4474392268107
CRTECN2QXAPEWXSF,2782.2671221756736
BRAEE6YMSYPNCUX3,1651.631393748767
WATE9MVXJXHZHEJU,3425.618182276963
RNGDREYRQQGZAPQM,5592.5652213231715
CTPEGGFSNDQFAAVE,3660.804732697241
NKCEF2RFAPHSHZZZ,4175.868895674961
TOPDYAZZG5NU7ZBZ,6924.0061765274895
PBXE7QPWMSS5XGPZ,2402.162480668867
PCSECV3FHFAQ9T36,11337.327217403777
CRNEJB4NBT9BTM84,5210.597955804198
TSHEHU5RFJCTJKBV,6774.688260822462
DREECZJC3XBKGDZT,5394.929111284431
SUDEGGATGYXA9YBC,11311.203625354497
BRAE8WYHTVZMFFHS,5401.667126801772
SFFEGZBXTYFSYJQA,4306.390116571711
ACCEABVYXNHCT8UE,5455.816728864347
BWLE6SJE9PXGV6DD,1769.57717841454
NKCDYQ3RHYREHHYV,3992.737193170923
NKCECDCRWDMZEH2Z,3361.9584486942363
SRTEH2F6HUZMQ6SJ,6962.446783274118
BRAE6KWFGZFXKPPB,3452.81225883525
HACEJQY5FQRZZUGM,8069.0009981846615
CAGEYUXVF2FNARKD,3499.407580315982
NKCE7M3QTHTCGVVF,4229.383718364951
TOPE8PBFNH9YNHFK,4727.341467494414
BRAEDQFRZS9QFYTQ,1926.0641106279168
HMBEJCMMQR2JHFVP,2365.346729019055
ACCDRFVG52PHVRSK,7223.285375590493
NKCE7MBR4QRBASDQ,3424.459261261999
NKCDWBPZNZU5K2QZ,3720.5453181829025
BRAE8HMQATXFHFGZ,3590.827628922725
MUGEAGGKEGCPWWPN,3567.3124755314257
BKPEGXYWWJPETZZA,5256.114192245412
SGLEGBV6ZNUJNJS9,5660.166875558991
CAGEYUXVAKNKDUUV,6384.989637215912
NKCEDH9ANZGDAUWG,3309.5504687488
NKCE5EHJHS38BUWB,3561.650942085815
PBXE9YWGRFUQXHQH,12027.257033399437
SHIE3QDHP5RDGMZY,2927.9643605965057
RNGE9HDVMPVBYPGJ,3524.824216064577
SCHE4YSTCUUSJWCK,2334.8178718409094
SNDEGGTV9XERMGHH,7013.516573656649
PBXE92XFUMB7QWY6,8043.41843091388
CRTECN2QYK2R2PUS,4297.874320414032
TOPEEEPVYHHF9HGW,3547.4214798494504
MUGE8F5RDEYMH4YH,4036.717082925386
NKCE52CSJ2GUY64G,2021.225996224291
SHOE2K68QHZ3DWZF,3922.0859247634917
DREE9YJHZZHWHAU7,4162.946605421516
NKCEACYSHS4MGKGY,12194.19059942305
CAGECT64KH6CZVMR,13305.059296611425
WATD9H76RG5FQT5Y,13332.30482542141
NKCE5UY97ACC9QAZ,611.9832068928208
LJGEG6UPBW8GKPRD,4435.896130049759
